# err
# train   val
0.952123 0.916836 
0.790960 0.644448 
0.629648 0.572135 
0.596899 0.511843 
0.579246 0.472425 
0.508817 0.466990 
0.510455 0.527472 
0.460082 0.526928 
0.417634 0.535390 
0.409471 0.550996 
0.533365 0.517744 
0.493817 0.455640 
0.434193 0.491502 
0.424644 0.429755 
0.324170 0.313924 
0.390953 0.357875 
0.268935 0.624762 
0.329681 0.464952 
0.296004 0.552058 
0.365708 0.560755 
