# err
# train   val
1.105824 1.096655 
1.094169 1.088319 
1.088663 1.076568 
1.079102 1.062186 
1.061214 1.037856 
1.020184 0.990830 
0.957564 0.892709 
0.856542 0.761601 
0.733305 0.752720 
0.646646 0.654515 
0.618788 0.560259 
0.555651 0.556897 
0.535107 0.467035 
0.527261 0.479021 
0.507110 0.470644 
0.505704 0.474210 
0.461857 0.617908 
0.449159 0.588360 
0.462743 0.522253 
0.451952 0.530397 
