# top1err
# train   val
0.413333 0.400000 
0.293333 0.383333 
0.226667 0.433333 
0.210000 0.500000 
0.243333 0.366667 
0.186667 0.300000 
0.193333 0.300000 
0.186667 0.233333 
0.176667 0.433333 
0.180000 0.316667 
