# err
# train   val
1.098298 1.089637 
1.085833 1.074038 
1.051149 1.002554 
0.903933 0.835677 
0.709390 0.693462 
0.659368 0.719008 
0.586062 0.595564 
0.503227 0.517251 
0.447955 0.517226 
0.396265 0.445147 
0.353274 0.471846 
0.365162 0.422823 
0.334554 0.446535 
0.291338 0.474950 
0.233470 0.349194 
0.209417 0.389821 
0.204111 0.339340 
0.180297 0.372909 
0.183364 0.360732 
0.161345 0.389774 
0.149961 0.353581 
0.126284 0.323795 
0.120310 0.358930 
0.109562 0.375223 
0.092917 0.371302 
