# err
# train   val
0.703784 0.703852 
0.697098 0.694141 
0.696870 0.696672 
0.704143 0.702595 
0.696457 0.692749 
0.698029 0.692490 
0.698102 0.692599 
0.695125 0.691877 
0.694761 0.695691 
0.698174 0.693812 
0.700385 0.693460 
0.696708 0.692282 
0.696674 0.692109 
0.693310 0.691917 
0.688608 0.702592 
0.699215 0.692128 
0.710470 0.692062 
0.693595 0.691621 
0.694268 0.688098 
0.690740 0.686968 
