# err
# train   val
0.442735 0.361788 
0.365755 0.636179 
0.413419 0.970515 
0.260714 1.153248 
0.273872 1.155959 
0.216836 0.835735 
0.234822 0.204168 
0.155207 0.555763 
0.175495 0.852742 
0.129419 0.816840 
