# err
# train   val
0.630625 0.481250 
0.559375 0.550000 
0.385000 0.521875 
0.337500 0.325000 
0.262500 0.225000 
0.176875 0.203125 
0.147500 0.162500 
0.118125 0.153125 
0.103750 0.146875 
0.088125 0.153125 
0.073125 0.125000 
0.069375 0.171875 
0.073750 0.137500 
0.059375 0.121875 
0.042500 0.100000 
0.045000 0.125000 
0.047500 0.109375 
0.038125 0.112500 
0.031250 0.112500 
0.027500 0.112500 
0.026250 0.115625 
0.027500 0.103125 
0.021250 0.121875 
0.018125 0.112500 
0.008750 0.103125 
